age	c_charge_degree	race	age_cat	sex	priors_count	decile_score	two_year_recid
58	F	Caucasian	Greater than 45	Male	4	5	1
40	F	Hispanic	25 - 45	Female	4	3	1
36	F	African-American	25 - 45	Male	16	8	1
23	M	African-American	Less than 25	Female	0	4	0
34	F	African-American	25 - 45	Male	5	2	1
56	F	Caucasian	Greater than 45	Male	13	2	0
52	F	Caucasian	Greater than 45	Female	0	1	0
56	F	African-American	Greater than 45	Male	0	2	0
37	M	African-American	25 - 45	Female	0	1	0
50	M	Caucasian	Greater than 45	Female	0	1	0
25	F	African-American	25 - 45	Male	1	2	1
22	F	African-American	Less than 25	Male	0	5	1
43	M	Caucasian	25 - 45	Female	0	1	1
30	M	Caucasian	25 - 45	Male	1	2	0
29	F	Asian	25 - 45	Male	0	1	0
24	F	Caucasian	Less than 25	Male	0	2	0
29	M	African-American	25 - 45	Male	7	8	1
24	F	Caucasian	Less than 25	Female	0	4	0
74	F	African-American	Greater than 45	Female	0	1	0
27	M	African-American	25 - 45	Male	8	7	1
37	F	Hispanic	25 - 45	Male	1	2	1
29	F	Caucasian	25 - 45	Male	5	2	0
35	F	African-American	25 - 45	Female	5	3	0
29	M	African-American	25 - 45	Male	1	6	1
36	F	Caucasian	25 - 45	Male	1	2	0
26	F	Caucasian	25 - 45	Male	2	4	0
26	F	African-American	25 - 45	Female	1	5	0
39	F	Caucasian	25 - 45	Female	11	6	1
22	F	African-American	Less than 25	Male	3	4	1
28	F	Caucasian	25 - 45	Male	0	3	0
51	F	Caucasian	Greater than 45	Male	1	1	1
35	M	Hispanic	25 - 45	Female	0	2	0
23	M	African-American	Less than 25	Female	0	2	0
29	F	African-American	25 - 45	Male	6	6	1
20	F	Other	Less than 25	Male	0	3	1
24	M	African-American	Less than 25	Male	1	9	1
23	M	Hispanic	Less than 25	Female	2	4	0
33	F	African-American	25 - 45	Female	5	7	0
21	F	Caucasian	Less than 25	Male	1	3	1
59	M	Caucasian	Greater than 45	Male	3	1	0
26	F	Caucasian	25 - 45	Male	4	4	1
38	F	Other	25 - 45	Male	2	1	0
28	F	Hispanic	25 - 45	Male	2	8	0
23	F	Hispanic	Less than 25	Male	2	5	1
21	F	African-American	Less than 25	Male	1	5	1
52	M	African-American	Greater than 45	Male	0	1	1
56	F	African-American	Greater than 45	Male	12	5	1
40	M	Caucasian	25 - 45	Male	1	4	0
48	M	Caucasian	Greater than 45	Female	8	4	1
26	F	African-American	25 - 45	Female	0	4	0
66	F	Caucasian	Greater than 45	Male	1	1	1
54	F	African-American	Greater than 45	Female	6	4	0
31	M	Caucasian	25 - 45	Male	4	7	1
34	F	Caucasian	25 - 45	Male	0	3	0
25	F	African-American	25 - 45	Male	9	9	1
47	F	Caucasian	Greater than 45	Male	2	4	0
51	F	African-American	Greater than 45	Male	12	8	1
25	F	Caucasian	25 - 45	Male	1	3	0
25	F	Other	25 - 45	Male	0	2	1
31	F	African-American	25 - 45	Female	2	2	1
36	F	Caucasian	25 - 45	Male	1	2	0
49	M	Caucasian	Greater than 45	Male	0	1	0
31	F	African-American	25 - 45	Male	0	7	0
30	F	Caucasian	25 - 45	Male	1	3	0
29	F	African-American	25 - 45	Male	3	9	1
53	F	Caucasian	Greater than 45	Female	6	5	1
21	F	African-American	Less than 25	Male	1	9	1
21	F	African-American	Less than 25	Male	0	4	0
27	F	African-American	25 - 45	Female	1	5	1
65	F	African-American	Greater than 45	Female	0	1	0
59	M	Caucasian	Greater than 45	Female	0	1	0
59	M	African-American	Greater than 45	Male	0	1	0
24	M	African-American	Less than 25	Male	0	7	0
40	F	African-American	25 - 45	Male	0	1	0
51	F	African-American	Greater than 45	Male	0	1	1
34	F	African-American	25 - 45	Male	10	9	1
30	F	Hispanic	25 - 45	Male	1	2	1
52	F	African-American	Greater than 45	Male	1	1	0
38	F	African-American	25 - 45	Male	2	3	1
22	F	African-American	Less than 25	Female	0	8	0
43	F	African-American	25 - 45	Male	0	5	0
32	F	Caucasian	25 - 45	Male	5	9	1
55	F	African-American	Greater than 45	Male	0	1	0
26	F	African-American	25 - 45	Male	2	2	0
23	M	Caucasian	Less than 25	Male	1	2	0
47	F	Other	Greater than 45	Female	0	1	0
28	M	Caucasian	25 - 45	Male	1	2	1
27	F	Hispanic	25 - 45	Male	0	2	1
61	F	Hispanic	Greater than 45	Male	2	4	1
26	F	African-American	25 - 45	Male	0	2	0
28	M	Caucasian	25 - 45	Female	1	5	1
43	F	African-American	25 - 45	Male	0	5	1
33	M	African-American	25 - 45	Male	21	7	1
21	M	Caucasian	Less than 25	Male	0	3	0
32	M	Caucasian	25 - 45	Female	0	1	0
22	F	African-American	Less than 25	Male	1	4	1
51	F	African-American	Greater than 45	Male	3	1	0
20	F	African-American	Less than 25	Male	2	10	1
35	F	Caucasian	25 - 45	Male	2	3	0
37	F	African-American	25 - 45	Female	3	1	0
28	M	African-American	25 - 45	Male	0	7	1
41	M	Caucasian	25 - 45	Male	3	5	1
24	M	African-American	Less than 25	Male	0	8	1
33	M	African-American	25 - 45	Female	3	4	0
30	F	Caucasian	25 - 45	Female	4	6	0
20	F	African-American	Less than 25	Male	1	7	1
42	F	African-American	25 - 45	Female	1	1	0
40	F	African-American	25 - 45	Female	15	7	1
39	F	African-American	25 - 45	Male	0	4	1
21	F	African-American	Less than 25	Male	0	7	0
39	F	Caucasian	25 - 45	Male	2	2	1
24	F	Caucasian	Less than 25	Male	0	2	0
41	F	African-American	25 - 45	Male	0	1	0
39	F	African-American	25 - 45	Male	1	4	0
24	F	African-American	Less than 25	Female	3	8	0
24	F	African-American	Less than 25	Female	1	4	0
29	M	African-American	25 - 45	Male	0	2	1
25	M	Caucasian	25 - 45	Male	2	5	1
23	F	Caucasian	Less than 25	Female	0	6	1
22	F	African-American	Less than 25	Male	1	10	1
26	M	Other	25 - 45	Female	4	7	1
26	M	African-American	25 - 45	Male	3	9	1
24	M	African-American	Less than 25	Female	3	6	1
44	M	African-American	25 - 45	Male	0	5	0
36	F	Caucasian	25 - 45	Male	1	2	1
39	F	Caucasian	25 - 45	Male	10	8	1
42	F	Caucasian	25 - 45	Male	0	4	0
45	M	Caucasian	Greater than 45	Male	1	1	0
25	F	African-American	25 - 45	Male	7	10	1
33	F	Caucasian	25 - 45	Male	0	2	0
25	M	Caucasian	25 - 45	Male	0	3	0
32	F	African-American	25 - 45	Male	5	4	0
23	F	African-American	Less than 25	Male	0	7	0
39	M	Caucasian	25 - 45	Male	0	5	0
27	F	African-American	25 - 45	Male	12	8	1
35	M	Caucasian	25 - 45	Female	4	7	0
38	M	African-American	25 - 45	Female	0	1	0
30	F	African-American	25 - 45	Male	4	2	0
30	F	Caucasian	25 - 45	Male	1	5	0
30	M	Caucasian	25 - 45	Female	0	8	0
26	F	African-American	25 - 45	Male	18	10	1
31	F	African-American	25 - 45	Male	2	2	0
34	F	Other	25 - 45	Male	0	2	0
25	M	African-American	25 - 45	Female	0	5	0
26	F	Caucasian	25 - 45	Female	1	6	0
38	F	African-American	25 - 45	Male	2	7	1
37	M	African-American	25 - 45	Female	0	1	0
34	M	Caucasian	25 - 45	Male	3	5	0
38	F	Hispanic	25 - 45	Female	0	2	0
31	M	African-American	25 - 45	Female	0	6	0
29	M	Caucasian	25 - 45	Female	0	2	0
20	F	Caucasian	Less than 25	Male	1	9	1
22	F	African-American	Less than 25	Male	0	4	0
51	M	Hispanic	Greater than 45	Female	0	1	0
24	M	African-American	Less than 25	Male	2	4	1
47	F	African-American	Greater than 45	Male	0	8	1
36	F	African-American	25 - 45	Female	1	5	1
21	M	African-American	Less than 25	Male	1	4	0
25	M	African-American	25 - 45	Male	3	10	1
23	F	African-American	Less than 25	Male	5	9	1
23	M	Other	Less than 25	Male	0	3	0
24	M	Caucasian	Less than 25	Female	0	10	0
35	F	Caucasian	25 - 45	Male	2	2	1
23	M	Hispanic	Less than 25	Female	0	4	0
19	M	African-American	Less than 25	Female	0	4	1
32	F	Caucasian	25 - 45	Male	0	1	1
39	M	Caucasian	25 - 45	Female	0	1	1
30	F	African-American	25 - 45	Male	12	9	1
33	F	African-American	25 - 45	Male	2	7	0
36	M	Caucasian	25 - 45	Female	0	2	0
29	F	African-American	25 - 45	Male	8	8	1
40	F	Caucasian	25 - 45	Female	0	2	0
53	F	African-American	Greater than 45	Male	4	7	0
28	M	Caucasian	25 - 45	Female	0	2	0
38	M	Hispanic	25 - 45	Male	2	2	0
27	F	African-American	25 - 45	Male	9	9	1
55	F	Caucasian	Greater than 45	Male	0	3	0
22	M	African-American	Less than 25	Male	1	7	0
34	F	African-American	25 - 45	Female	1	1	0
55	M	Caucasian	Greater than 45	Male	1	2	0
24	F	Hispanic	Less than 25	Male	2	8	0
47	M	African-American	Greater than 45	Female	21	9	1
41	M	Other	25 - 45	Male	0	1	0
41	F	Hispanic	25 - 45	Male	0	3	0
61	F	African-American	Greater than 45	Male	12	3	0
57	F	African-American	Greater than 45	Male	3	1	0
38	M	Caucasian	25 - 45	Female	2	3	0
25	F	Caucasian	25 - 45	Male	13	4	1
23	F	African-American	Less than 25	Male	0	2	1
23	F	Caucasian	Less than 25	Male	3	5	0
20	F	African-American	Less than 25	Male	0	3	0
44	F	Caucasian	25 - 45	Male	1	8	0
38	M	Caucasian	25 - 45	Female	1	1	0
56	F	African-American	Greater than 45	Male	5	2	1
43	F	Caucasian	25 - 45	Male	2	2	1
22	F	African-American	Less than 25	Male	0	3	1
32	F	Other	25 - 45	Male	0	1	0
29	F	African-American	25 - 45	Male	0	6	0
22	F	African-American	Less than 25	Male	1	9	1
23	F	African-American	Less than 25	Male	3	9	1
24	F	Caucasian	Less than 25	Male	1	4	0
45	M	Other	Greater than 45	Male	0	1	0
21	F	African-American	Less than 25	Male	2	9	0
29	M	African-American	25 - 45	Female	0	2	0
51	M	Caucasian	Greater than 45	Female	0	4	1
36	M	Hispanic	25 - 45	Male	2	2	1
25	F	African-American	25 - 45	Male	1	3	0
46	F	Hispanic	Greater than 45	Male	13	3	0
62	F	African-American	Greater than 45	Male	22	8	1
25	F	African-American	25 - 45	Male	0	4	1
27	F	Caucasian	25 - 45	Male	2	2	0
22	F	Caucasian	Less than 25	Female	3	9	1
37	F	Hispanic	25 - 45	Male	1	1	0
21	F	Caucasian	Less than 25	Male	0	3	1
39	F	Caucasian	25 - 45	Female	2	5	1
43	F	African-American	25 - 45	Male	8	3	1
22	M	African-American	Less than 25	Male	0	6	1
28	F	African-American	25 - 45	Female	4	7	0
43	F	Caucasian	25 - 45	Male	0	9	1
27	F	Caucasian	25 - 45	Male	7	8	1
27	F	Other	25 - 45	Male	0	2	1
31	F	Caucasian	25 - 45	Male	1	2	1
28	M	African-American	25 - 45	Female	0	2	0
58	M	Caucasian	Greater than 45	Male	3	2	0
22	F	Caucasian	Less than 25	Male	0	4	1
31	F	African-American	25 - 45	Male	5	4	0
33	F	African-American	25 - 45	Male	0	3	0
26	M	African-American	25 - 45	Male	6	10	1
23	M	African-American	Less than 25	Female	1	5	0
32	F	Caucasian	25 - 45	Male	11	10	0
22	F	Caucasian	Less than 25	Male	0	8	0
35	F	African-American	25 - 45	Female	2	2	0
47	F	Caucasian	Greater than 45	Male	1	6	1
35	F	Hispanic	25 - 45	Male	2	1	0
29	F	African-American	25 - 45	Male	17	9	1
54	M	Caucasian	Greater than 45	Female	1	2	0
29	F	Caucasian	25 - 45	Male	0	8	0
28	M	Other	25 - 45	Female	0	4	1
51	F	African-American	Greater than 45	Male	17	8	1
36	M	African-American	25 - 45	Female	0	6	0
35	M	Caucasian	25 - 45	Male	3	4	1
20	F	African-American	Less than 25	Male	1	4	1
25	F	African-American	25 - 45	Male	0	5	0
29	M	African-American	25 - 45	Male	2	5	0
31	F	Hispanic	25 - 45	Male	0	10	1
39	M	Caucasian	25 - 45	Male	0	2	0
30	F	African-American	25 - 45	Male	1	4	1
23	F	African-American	Less than 25	Female	0	7	0
23	F	African-American	Less than 25	Female	1	4	0
37	M	Hispanic	25 - 45	Female	0	3	0
30	F	African-American	25 - 45	Male	21	7	1
33	F	African-American	25 - 45	Male	18	9	1
20	M	Hispanic	Less than 25	Male	0	4	1
30	F	African-American	25 - 45	Male	9	7	1
23	F	African-American	Less than 25	Male	1	6	0
27	F	African-American	25 - 45	Female	0	3	1
38	M	African-American	25 - 45	Male	10	6	0
42	F	African-American	25 - 45	Male	1	1	0
31	F	African-American	25 - 45	Male	0	3	0
23	F	African-American	Less than 25	Male	2	9	1
31	F	Caucasian	25 - 45	Male	1	3	1
43	M	African-American	25 - 45	Male	1	5	1
39	F	Caucasian	25 - 45	Male	0	3	0
31	M	African-American	25 - 45	Male	0	2	0
22	F	Caucasian	Less than 25	Male	3	7	1
33	F	African-American	25 - 45	Female	0	3	0
23	F	African-American	Less than 25	Male	1	6	1
29	F	Caucasian	25 - 45	Female	0	4	0
62	F	Caucasian	Greater than 45	Male	2	1	0
56	F	African-American	Greater than 45	Female	1	2	1
24	F	African-American	Less than 25	Female	4	3	1
44	M	Caucasian	25 - 45	Female	0	1	0
22	F	African-American	Less than 25	Male	2	7	1
28	F	African-American	25 - 45	Female	4	5	1
30	F	African-American	25 - 45	Male	0	5	0
32	M	Caucasian	25 - 45	Male	1	1	1
51	F	Caucasian	Greater than 45	Male	3	6	0
21	F	African-American	Less than 25	Male	0	5	0
21	F	African-American	Less than 25	Male	2	9	1
27	F	African-American	25 - 45	Male	3	9	1
28	F	Hispanic	25 - 45	Male	0	4	0
31	F	African-American	25 - 45	Female	0	1	0
33	M	African-American	25 - 45	Male	0	8	1
49	F	Caucasian	Greater than 45	Female	2	2	0
41	F	Other	25 - 45	Female	2	3	0
20	M	Caucasian	Less than 25	Male	0	4	0
31	F	African-American	25 - 45	Male	10	6	1
25	F	African-American	25 - 45	Male	5	5	1
23	F	African-American	Less than 25	Male	4	9	1
26	M	Caucasian	25 - 45	Male	0	4	0
45	F	Asian	Greater than 45	Female	6	3	1
28	M	Caucasian	25 - 45	Male	1	2	0
28	F	African-American	25 - 45	Female	13	9	1
39	F	Caucasian	25 - 45	Male	0	1	1
59	F	Hispanic	Greater than 45	Male	1	2	1
52	M	African-American	Greater than 45	Male	4	1	0
36	M	Hispanic	25 - 45	Male	1	5	0
30	F	African-American	25 - 45	Male	2	3	1
21	M	African-American	Less than 25	Female	0	5	1
25	M	African-American	25 - 45	Male	2	4	1
22	F	African-American	Less than 25	Male	0	4	0
61	M	African-American	Greater than 45	Male	20	2	1
24	F	Caucasian	Less than 25	Male	2	6	0
26	F	Caucasian	25 - 45	Female	2	9	1
34	F	African-American	25 - 45	Female	6	3	0
45	M	African-American	Greater than 45	Male	12	8	1
54	F	African-American	Greater than 45	Male	4	3	1
51	M	African-American	Greater than 45	Male	8	5	0
28	F	African-American	25 - 45	Male	0	2	0
23	F	Caucasian	Less than 25	Male	0	2	0
30	F	Caucasian	25 - 45	Male	0	2	1
25	M	African-American	25 - 45	Male	0	3	1
25	F	Caucasian	25 - 45	Male	2	5	0
28	F	Caucasian	25 - 45	Male	2	7	0
32	M	African-American	25 - 45	Female	0	1	1
35	F	African-American	25 - 45	Male	7	4	0
49	M	African-American	Greater than 45	Male	0	1	1
36	F	Caucasian	25 - 45	Male	5	3	1
33	M	African-American	25 - 45	Male	16	9	1
30	F	Other	25 - 45	Male	1	1	0
58	M	Caucasian	Greater than 45	Female	1	2	0
22	F	African-American	Less than 25	Male	2	7	0
28	F	Caucasian	25 - 45	Male	2	3	1
28	M	Hispanic	25 - 45	Male	0	1	1
26	F	African-American	25 - 45	Male	6	10	1
36	F	Caucasian	25 - 45	Female	3	1	1
23	F	Caucasian	Less than 25	Male	0	9	0
22	F	African-American	Less than 25	Male	0	5	1
26	F	African-American	25 - 45	Male	0	3	0
25	F	African-American	25 - 45	Male	1	5	0
40	M	Native American	25 - 45	Male	2	6	0
28	M	African-American	25 - 45	Male	0	2	1
56	F	African-American	Greater than 45	Male	1	1	0
36	F	African-American	25 - 45	Male	0	4	0
51	M	Caucasian	Greater than 45	Male	0	1	0
35	F	African-American	25 - 45	Female	9	8	0
24	M	Caucasian	Less than 25	Male	0	5	1
27	M	African-American	25 - 45	Male	6	4	1
22	F	Caucasian	Less than 25	Male	2	9	1
23	M	Caucasian	Less than 25	Female	4	9	1
27	M	Caucasian	25 - 45	Female	0	2	1
31	F	African-American	25 - 45	Male	8	9	1
25	F	Caucasian	25 - 45	Male	3	7	0
52	M	Caucasian	Greater than 45	Female	0	1	0
35	F	Hispanic	25 - 45	Male	0	7	0
24	F	Caucasian	Less than 25	Female	0	5	0
57	F	Other	Greater than 45	Male	0	1	0
38	F	Caucasian	25 - 45	Male	2	1	0
26	M	Hispanic	25 - 45	Male	1	5	0
20	F	African-American	Less than 25	Male	3	7	1
34	F	African-American	25 - 45	Male	2	2	0
25	M	African-American	25 - 45	Male	11	9	1
24	F	Caucasian	Less than 25	Female	0	5	0
49	M	Caucasian	Greater than 45	Male	4	6	1
27	F	African-American	25 - 45	Male	15	10	1
28	F	African-American	25 - 45	Male	10	5	1
55	F	Caucasian	Greater than 45	Male	0	5	0
47	M	Caucasian	Greater than 45	Male	3	3	1
55	M	African-American	Greater than 45	Male	10	7	1
22	F	African-American	Less than 25	Male	0	3	1
32	F	African-American	25 - 45	Male	9	8	0
55	F	Caucasian	Greater than 45	Male	0	1	0
23	M	African-American	Less than 25	Male	3	5	0
54	F	Caucasian	Greater than 45	Male	2	4	1
40	F	Asian	25 - 45	Male	0	1	0
27	M	African-American	25 - 45	Male	0	2	1
29	F	African-American	25 - 45	Female	5	7	0
45	M	Caucasian	Greater than 45	Female	0	1	0
25	M	Other	25 - 45	Male	2	6	0
40	F	Caucasian	25 - 45	Male	4	3	1
38	F	African-American	25 - 45	Male	7	4	1
26	F	African-American	25 - 45	Male	3	10	1
37	F	African-American	25 - 45	Female	0	1	0
41	F	Caucasian	25 - 45	Male	1	1	0
33	F	Other	25 - 45	Female	0	2	0
57	F	African-American	Greater than 45	Male	1	1	0
34	M	African-American	25 - 45	Male	3	9	0
29	F	African-American	25 - 45	Male	1	4	1
45	F	Hispanic	Greater than 45	Male	8	7	0
22	F	Caucasian	Less than 25	Male	1	4	0
22	M	African-American	Less than 25	Female	0	8	1
21	M	African-American	Less than 25	Male	0	4	0
56	M	Caucasian	Greater than 45	Male	1	1	0
48	F	African-American	Greater than 45	Male	4	3	0
27	M	Hispanic	25 - 45	Male	1	2	0
27	F	Caucasian	25 - 45	Male	2	6	1
34	F	Hispanic	25 - 45	Male	1	2	0
23	F	African-American	Less than 25	Male	5	6	1
47	F	African-American	Greater than 45	Male	3	5	1
33	M	African-American	25 - 45	Male	6	3	1
58	F	Caucasian	Greater than 45	Male	1	1	0
33	F	African-American	25 - 45	Female	1	5	0
40	M	African-American	25 - 45	Female	2	5	0
22	F	Caucasian	Less than 25	Male	0	5	0
39	F	Caucasian	25 - 45	Male	2	3	0
35	F	Caucasian	25 - 45	Male	1	1	0
22	M	Hispanic	Less than 25	Male	0	2	0
43	F	African-American	25 - 45	Male	7	6	1
37	M	Hispanic	25 - 45	Male	4	4	0
26	F	African-American	25 - 45	Male	2	8	1
60	F	Hispanic	Greater than 45	Male	0	4	0
39	F	Caucasian	25 - 45	Female	1	4	0
36	M	African-American	25 - 45	Male	16	8	1
21	M	Caucasian	Less than 25	Male	0	4	1
28	F	Hispanic	25 - 45	Female	1	3	1
70	F	Other	Greater than 45	Female	0	1	0
53	F	African-American	Greater than 45	Male	6	2	0
37	F	Caucasian	25 - 45	Male	0	6	0
21	F	African-American	Less than 25	Male	1	6	1
28	F	African-American	25 - 45	Male	1	6	0
21	F	African-American	Less than 25	Male	1	6	0
56	F	African-American	Greater than 45	Male	0	1	0
30	M	Caucasian	25 - 45	Male	3	3	0
27	F	Caucasian	25 - 45	Male	0	8	1
37	F	Hispanic	25 - 45	Male	6	2	1
27	F	African-American	25 - 45	Male	1	8	0
41	M	African-American	25 - 45	Male	7	7	1
30	M	African-American	25 - 45	Female	7	3	1
32	F	African-American	25 - 45	Male	7	8	1
32	F	African-American	25 - 45	Male	3	4	0
34	F	Caucasian	25 - 45	Female	5	5	1
46	F	African-American	Greater than 45	Male	3	1	0
24	F	African-American	Less than 25	Male	1	3	1
32	F	African-American	25 - 45	Male	7	6	1
43	F	Caucasian	25 - 45	Male	6	4	1
50	F	Caucasian	Greater than 45	Male	3	2	0
30	F	Caucasian	25 - 45	Male	4	4	1
37	M	African-American	25 - 45	Male	3	7	0
37	F	Hispanic	25 - 45	Male	1	5	0
40	M	Caucasian	25 - 45	Male	3	4	0
53	M	Caucasian	Greater than 45	Female	0	1	0
31	M	Other	25 - 45	Male	6	2	1
33	M	African-American	25 - 45	Male	4	3	0
22	M	African-American	Less than 25	Female	0	4	0
27	M	African-American	25 - 45	Male	2	3	1
25	M	African-American	25 - 45	Male	5	8	1
24	F	Caucasian	Less than 25	Male	2	2	0
24	F	African-American	Less than 25	Female	2	5	1
26	F	African-American	25 - 45	Female	1	7	0
26	F	African-American	25 - 45	Female	3	10	1
20	F	Caucasian	Less than 25	Male	0	4	1
27	M	African-American	25 - 45	Male	4	6	1
24	F	Caucasian	Less than 25	Male	1	3	1
26	F	African-American	25 - 45	Male	8	7	1
26	M	Caucasian	25 - 45	Male	5	5	0
54	F	Hispanic	Greater than 45	Male	0	1	1
64	M	African-American	Greater than 45	Male	13	6	0
24	F	Caucasian	Less than 25	Male	0	2	0
57	M	Caucasian	Greater than 45	Female	0	1	0
46	M	Caucasian	Greater than 45	Female	0	1	0
56	F	African-American	Greater than 45	Male	16	5	0
39	M	Caucasian	25 - 45	Female	0	2	0
68	M	Caucasian	Greater than 45	Male	4	1	0
28	M	African-American	25 - 45	Male	1	3	1
39	M	African-American	25 - 45	Male	19	6	1
38	M	Caucasian	25 - 45	Male	0	1	0
25	M	African-American	25 - 45	Female	3	10	0
25	F	Caucasian	25 - 45	Male	2	5	0
21	F	African-American	Less than 25	Male	3	7	1
31	F	Caucasian	25 - 45	Male	2	5	0
33	F	African-American	25 - 45	Male	3	6	1
26	F	African-American	25 - 45	Male	20	10	1
35	F	African-American	25 - 45	Female	13	8	0
34	M	African-American	25 - 45	Male	19	8	0
41	F	Other	25 - 45	Male	31	9	1
57	M	Other	Greater than 45	Male	0	1	0
42	F	African-American	25 - 45	Female	1	2	0
26	F	African-American	25 - 45	Male	9	10	1
36	F	African-American	25 - 45	Male	2	6	1
41	F	African-American	25 - 45	Male	24	10	1
27	F	Caucasian	25 - 45	Male	0	2	0
58	F	Other	Greater than 45	Female	0	1	1
45	F	Caucasian	Greater than 45	Male	3	1	1
34	F	Caucasian	25 - 45	Male	5	2	0
50	M	Hispanic	Greater than 45	Male	0	1	0
25	F	Caucasian	25 - 45	Male	6	8	1
24	M	African-American	Less than 25	Male	2	5	1
27	F	African-American	25 - 45	Male	2	7	0
30	M	Caucasian	25 - 45	Male	2	4	1
22	F	Caucasian	Less than 25	Male	3	8	1
27	F	African-American	25 - 45	Male	0	5	0
20	F	Other	Less than 25	Male	0	3	1
41	F	African-American	25 - 45	Male	19	5	1
30	F	Caucasian	25 - 45	Male	0	1	0
24	F	African-American	Less than 25	Male	3	8	0
39	M	African-American	25 - 45	Male	0	1	0
32	F	African-American	25 - 45	Female	3	2	1
29	F	Caucasian	25 - 45	Female	0	6	1
37	F	Other	25 - 45	Male	0	1	1
26	F	African-American	25 - 45	Male	24	10	1
24	F	African-American	Less than 25	Male	2	6	1
30	F	Other	25 - 45	Male	2	1	0
20	F	African-American	Less than 25	Male	4	10	1
25	M	African-American	25 - 45	Male	1	6	1
31	F	Caucasian	25 - 45	Female	0	4	1
25	M	African-American	25 - 45	Male	0	5	1
41	F	Caucasian	25 - 45	Male	0	1	1
25	F	Caucasian	25 - 45	Male	0	3	0
25	F	African-American	25 - 45	Male	2	5	1
22	F	African-American	Less than 25	Male	1	4	1
25	F	African-American	25 - 45	Female	0	7	0
38	M	African-American	25 - 45	Male	0	2	0
40	F	Hispanic	25 - 45	Male	0	5	0
49	M	Caucasian	Greater than 45	Female	4	2	0
35	M	Caucasian	25 - 45	Female	2	3	0
21	M	Native American	Less than 25	Male	0	6	1
25	F	Other	25 - 45	Male	0	4	0
21	F	Caucasian	Less than 25	Male	1	4	0
24	M	African-American	Less than 25	Female	11	9	1
28	F	Caucasian	25 - 45	Male	3	3	0
34	F	African-American	25 - 45	Male	4	6	1
57	M	African-American	Greater than 45	Male	8	7	0
40	F	African-American	25 - 45	Male	15	9	1
22	M	African-American	Less than 25	Male	2	4	1
37	M	African-American	25 - 45	Male	3	6	1
43	F	African-American	25 - 45	Female	0	6	0
26	F	African-American	25 - 45	Male	5	7	1
24	F	Caucasian	Less than 25	Male	2	3	1
56	F	Caucasian	Greater than 45	Male	1	1	1
23	F	African-American	Less than 25	Male	2	7	1
43	F	Caucasian	25 - 45	Male	12	6	0
32	M	Asian	25 - 45	Male	0	1	0
21	F	African-American	Less than 25	Male	0	9	1
51	F	African-American	Greater than 45	Male	2	3	0
20	M	African-American	Less than 25	Male	0	10	1
42	F	African-American	25 - 45	Male	17	10	1
58	M	Hispanic	Greater than 45	Male	1	1	0
28	F	Other	25 - 45	Female	1	2	0
30	M	African-American	25 - 45	Female	2	3	0
28	M	Caucasian	25 - 45	Male	4	6	1
